dateCrawled,name,seller,offerType,price,abtest,vehicleType,yearOfRegistration,gearbox,powerPS,model,kilometer,monthOfRegistration,fuelType,brand,notRepairedDamage,dateCreated,nrOfPictures,postalCode,lastSeen
12/03/16 7:55,Opel_Omega_2_2_16V,privat,Angebot,600,control,kombi,2000,manuell,144,omega,150000,0,,opel,ja,12/03/16 0:00,0,30974,31/03/16 6:45
16/03/16 20:42,Mercedes_Benz_E_320,privat,Angebot,11000,control,limousine,2004,automatik,224,e_klasse,125000,7,benzin,mercedes_benz,nein,16/03/16 0:00,0,22111,23/03/16 8:17
03/04/16 13:40,BMW_530d_Sport_Aut.,privat,Angebot,24950,control,limousine,2010,automatik,245,5er,125000,12,diesel,bmw,nein,03/04/16 0:00,0,27386,05/04/16 12:18
16/03/16 14:54,JAGUAR_XJ6_2.7_X350___2006_SCHLACHTFEST_Xenon_Navi_Motor_Getriebe,privat,Angebot,1,test,,2006,,0,andere,5000,0,,jaguar,,16/03/16 0:00,0,30519,20/03/16 14:18
11/03/16 23:58,BMW_320_Cabrio_E46_T‹Vneu__6_Zyl__Facelift__Edelholz,privat,Angebot,6300,test,cabrio,2003,manuell,170,3er,150000,4,benzin,bmw,nein,11/03/16 0:00,0,86641,12/03/16 23:15
12/03/16 13:49,RENAULT_TWINGO,privat,Angebot,750,control,,2016,,0,twingo,150000,2,benzin,renault,,12/03/16 0:00,0,73660,12/03/16 13:49
05/03/16 19:52,Volkswagen_Golf_1.6_Bon_Jovi,privat,Angebot,750,test,limousine,1996,manuell,75,golf,150000,9,benzin,volkswagen,ja,05/03/16 0:00,0,97332,06/03/16 3:17
16/03/16 14:28,Ford_Focus_Ghia_1_8_16v_T‹V_NEU,privat,Angebot,1500,control,limousine,2000,manuell,116,focus,125000,4,benzin,ford,nein,16/03/16 0:00,0,56242,17/03/16 18:34
10/03/16 18:30,Audi_A4_1.8_T,privat,Angebot,900,control,limousine,1997,manuell,150,a4,150000,11,benzin,audi,nein,10/03/16 0:00,0,56567,06/04/16 23:16
19/03/16 8:51,Audi_A5_DPF_Coupe_mit_Anhaengerkupplung,privat,Angebot,19300,test,coupe,2010,manuell,190,,100000,8,diesel,audi,nein,19/03/16 0:00,0,71131,06/04/16 6:16
27/03/16 17:50,BMW_X3_2.0d_AUT.__VOLL__Topzustand!,privat,Angebot,14990,test,limousine,2008,automatik,177,x_reihe,150000,2,diesel,bmw,nein,27/03/16 0:00,0,10559,05/04/16 14:16
29/03/16 22:36,Opel_Astra_1.6,privat,Angebot,1300,test,limousine,2000,manuell,101,astra,150000,3,benzin,opel,nein,29/03/16 0:00,0,41239,04/04/16 17:15
11/03/16 19:50,Opel_Corsa_1.4_16V_Automatik_Edition,privat,Angebot,6950,test,kleinwagen,2009,automatik,90,corsa,50000,4,benzin,opel,nein,11/03/16 0:00,0,86514,23/03/16 20:17
30/03/16 15:36,Ford_Transit_240_K_TDE_City_Light,privat,Angebot,2699,test,bus,2006,manuell,86,transit,150000,7,diesel,ford,nein,30/03/16 0:00,0,90429,07/04/16 6:15
11/03/16 18:36,BMW_320i_Cabrio_Aut.,privat,Angebot,19950,test,cabrio,2009,automatik,170,3er,60000,3,benzin,bmw,nein,11/03/16 0:00,0,29313,05/04/16 19:46
02/04/16 14:54,Opel_Corsa_C_1.2_Twinport_80_Ps_sofort_Fahrbereit_Festpreis,privat,Angebot,1650,test,kleinwagen,2005,manuell,80,corsa,125000,6,benzin,opel,nein,02/04/16 0:00,0,36304,02/04/16 14:54
17/03/16 17:38,Ford_Escort_1.6_16V__Klima__ZV__Servo,privat,Angebot,199,control,andere,1997,manuell,90,escort,150000,6,benzin,ford,nein,17/03/16 0:00,0,47167,07/04/16 3:16
15/03/16 13:06,HYUNDIA_TUCSON_2_0_GLS_4x4_Allrad,privat,Angebot,3990,control,suv,2004,,141,tucson,150000,11,benzin,hyundai,,15/03/16 0:00,0,35606,21/03/16 5:17
03/04/16 23:32,BMW_525e,privat,Angebot,2400,control,limousine,1985,manuell,122,5er,100000,4,benzin,bmw,ja,03/04/16 0:00,0,61440,05/04/16 12:10
04/04/16 16:50,Mercedes_Benz_C_180,privat,Angebot,2900,test,limousine,2001,manuell,0,c_klasse,100000,3,benzin,mercedes_benz,nein,04/04/16 0:00,0,60318,04/04/16 17:26
30/03/16 19:45,Opel_Corsa_C_1.2_16V_Automatik_und_Tuev_03/18_Tank_ist_Voll,privat,Angebot,2650,test,kleinwagen,2001,automatik,75,corsa,30000,1,benzin,opel,nein,30/03/16 0:00,0,25920,30/03/16 19:45
19/03/16 21:25,Mitsubishi_Colt_1.3_Motion,privat,Angebot,3150,control,limousine,2006,manuell,95,colt,150000,8,benzin,mitsubishi,nein,19/03/16 0:00,0,56412,06/04/16 7:45
17/03/16 20:45,Mercedes_Benz_A_140_L_Classic,privat,Angebot,2290,control,limousine,2001,manuell,82,a_klasse,125000,7,benzin,mercedes_benz,nein,17/03/16 0:00,0,78269,27/03/16 13:44
22/03/16 20:56,Zu_verkaufen,privat,Angebot,8500,control,kombi,2008,manuell,143,a4,150000,9,,audi,,22/03/16 0:00,0,97772,28/03/16 13:16
23/03/16 14:39,Volkswagen_Golf_1.4_mit_Tuev__mit_KLIMA,privat,Angebot,1350,test,limousine,2000,manuell,75,golf,150000,3,benzin,volkswagen,nein,23/03/16 0:00,0,40233,29/03/16 8:18
28/03/16 18:38,Familie_Auto,privat,Angebot,4000,control,,2017,manuell,116,sharan,150000,0,diesel,volkswagen,,28/03/16 0:00,0,44357,07/04/16 0:17
01/04/16 11:37,Clio_B_1_2_16V__5tuerig__Bremsen_Inspektion__Zahnriemen_WPÖneu,privat,Angebot,1400,test,kleinwagen,1998,manuell,68,clio,150000,11,benzin,renault,nein,01/04/16 0:00,0,44869,07/04/16 7:45
04/04/16 16:40,Nissan_Micra_T‹V_NEU_Klima_Automatik,privat,Angebot,3000,test,kleinwagen,2005,automatik,58,micra,150000,8,benzin,nissan,ja,04/04/16 0:00,0,22045,04/04/16 16:40
19/03/16 10:46,Volkswagen_VW_Lupo,privat,Angebot,799,test,kleinwagen,2000,,60,lupo,150000,3,diesel,volkswagen,ja,19/03/16 0:00,0,23617,31/03/16 17:16
31/03/16 21:53,Seat_Ibiza_1.05i_Cala_CL,privat,Angebot,1250,test,kleinwagen,1995,manuell,45,ibiza,150000,5,benzin,seat,nein,31/03/16 0:00,0,4924,06/04/16 17:45
30/03/16 11:56,Corvette_C4,privat,Angebot,16500,test,cabrio,1990,,0,,80000,4,,sonstige_autos,nein,30/03/16 0:00,0,77974,07/04/16 2:45
11/03/16 19:38,Volkswagen_New_Beetle_1.9_TDI__Tuev__neu_Sonderedition_Alu,privat,Angebot,3950,test,limousine,2004,manuell,101,beetle,150000,10,diesel,volkswagen,nein,11/03/16 0:00,0,92224,13/03/16 0:44
24/03/16 17:49,Chrysler_PT_Cruiser,privat,Angebot,750,control,limousine,2000,manuell,141,ptcruiser,150000,3,benzin,chrysler,ja,24/03/16 0:00,0,48565,27/03/16 14:45
24/03/16 18:39,Golf_4_TDI_PD_ueberholt,privat,Angebot,2699,test,limousine,2001,manuell,130,golf,150000,8,diesel,volkswagen,nein,24/03/16 0:00,0,37520,07/04/16 12:16
01/04/16 21:55,Audi_TT_Roadster_1.8_T_1a_Zustand,privat,Angebot,7950,test,cabrio,2002,manuell,179,tt,125000,4,benzin,audi,nein,01/04/16 0:00,0,32049,01/04/16 22:43
07/03/16 20:53,Volkswagen_Caddy_1.6_Life__5_Si._,privat,Angebot,9800,test,kombi,2009,manuell,102,caddy,80000,5,benzin,volkswagen,nein,07/03/16 0:00,0,8297,22/03/16 8:17
04/04/16 16:44,BMW_320d_touring,privat,Angebot,2900,test,kombi,2002,automatik,150,3er,150000,11,diesel,bmw,nein,04/04/16 0:00,0,81547,06/04/16 18:17
24/03/16 10:56,Passat_3bg_2_5_Tdi_wer_ihn_heute_holt_bekommt_ihn_fuer_2300,privat,Angebot,2000,test,kombi,2003,manuell,200,passat,150000,11,diesel,volkswagen,nein,24/03/16 0:00,0,4349,25/03/16 19:17
03/04/16 20:50,VW_Touran_1.9_TDI__107000_km_Motorschaden,privat,Angebot,5250,test,,2016,manuell,105,touran,125000,8,diesel,volkswagen,ja,03/04/16 0:00,0,17121,05/04/16 21:46
24/03/16 19:37,Skoda_Octavia_Combi_1.8_TSI_Elegance_Vollausstattung,privat,Angebot,7500,control,kombi,2009,manuell,160,octavia,125000,1,benzin,skoda,nein,24/03/16 0:00,0,90425,29/03/16 5:18
04/04/16 23:55,Opel_Zafira_1_8_INNOVATION*BI_XENON*AHK*WR*_TOP_ZUSTAND_!,privat,Angebot,9490,control,bus,2009,manuell,140,zafira,125000,7,benzin,opel,,04/04/16 0:00,0,4668,07/04/16 10:15
16/03/16 19:51,VW_Golf_Klima_Servo_ZV,privat,Angebot,1200,test,,1990,automatik,90,golf,150000,6,benzin,volkswagen,nein,16/03/16 0:00,0,30419,07/04/16 5:45
05/04/16 1:47,Ford_Focus_Ghia_Klima_2_Hand_Ford_Scheckheft_8_Fach_!,privat,Angebot,650,control,limousine,1999,manuell,116,focus,150000,1,benzin,ford,nein,04/04/16 0:00,0,76133,05/04/16 6:45
05/04/16 9:38,Verkaufe_Ford_Mondeo_an_Bastler,privat,Angebot,800,control,kombi,2003,manuell,130,mondeo,150000,0,diesel,ford,ja,05/04/16 0:00,0,71159,07/04/16 12:15
19/03/16 13:06,Golf_III_an_Bastler_abzugeben,privat,Angebot,380,test,kleinwagen,1996,manuell,75,golf,150000,2,benzin,volkswagen,nein,19/03/16 0:00,0,35440,07/04/16 2:45
28/03/16 9:56,Smart_For_Two___As_NEW_+_15_Months_full_warranty_MERCEDES_M‹NICH,privat,Angebot,5600,control,,2011,automatik,0,fortwo,40000,0,benzin,smart,,28/03/16 0:00,0,80687,06/04/16 11:16
01/04/16 22:57,Volvo_S80_Schwarz_2.5_TD_163_Ps__Euro_3_d5_Vollausstattung!!,privat,Angebot,3199,test,limousine,2003,manuell,163,andere,150000,12,diesel,volvo,,01/04/16 0:00,0,31134,05/04/16 20:47
05/04/16 1:56,Audi_A4_3.2_FSI_quattro_Vollausstattung,privat,Angebot,9900,control,limousine,2006,manuell,256,a4,150000,4,benzin,audi,nein,05/04/16 0:00,0,94121,07/04/16 11:16
18/03/16 16:46,Volkswagen_Golf_1.8_Automatik_Avenue_LPG_Tuev_neu,privat,Angebot,1985,test,limousine,1995,automatik,75,golf,150000,9,benzin,volkswagen,nein,18/03/16 0:00,0,45329,05/04/16 22:44
12/03/16 15:53,Fiat_Grande_Punto_1_4,privat,Angebot,2700,control,kleinwagen,2009,manuell,77,punto,90000,5,,fiat,ja,12/03/16 0:00,0,32547,17/03/16 17:47
26/03/16 15:51,BMW_318i_touring,privat,Angebot,1125,test,kombi,1996,manuell,116,3er,150000,8,benzin,bmw,nein,26/03/16 0:00,0,59387,06/04/16 4:15
14/03/16 17:52,Mit_Getriebe_schaden___Bastler_Fahrzeug,privat,Angebot,444,test,kleinwagen,2001,automatik,0,fortwo,150000,7,diesel,smart,ja,14/03/16 0:00,0,53119,14/03/16 17:52
08/03/16 22:38,Ford_Galaxy_2.2_TDCi_DPF_Ghia_Pano_Navi_T‹V_neu_ACC,privat,Angebot,7950,test,bus,2009,manuell,175,galaxy,150000,2,diesel,ford,nein,08/03/16 0:00,0,96103,23/03/16 1:45
19/03/16 16:36,BMW_E34_520i_M20B20_Tuev_06/2017_Defekter_Zylinderkopf_Tausch,privat,Angebot,1500,test,limousine,1989,manuell,129,,150000,6,benzin,bmw,ja,19/03/16 0:00,0,30916,07/04/16 2:15
31/03/16 20:46,Bmw_525d_Touring/Euro_4/Navi/Shadow_Line,privat,Angebot,9599,test,kombi,2004,manuell,177,5er,150000,0,diesel,bmw,nein,31/03/16 0:00,0,25541,04/04/16 14:17
28/03/16 17:54,Seat_arosa__123000_km_Tuev_11/17_viel_teile_neu,privat,Angebot,1250,test,,2017,manuell,0,arosa,125000,11,benzin,seat,nein,28/03/16 0:00,0,52146,30/03/16 9:18
14/03/16 14:54,Porsche_928_GTS___MOTOR_nur_55000_km_+_II._HAND,privat,Angebot,49900,control,coupe,1993,automatik,349,andere,125000,5,benzin,porsche,nein,14/03/16 0:00,0,96215,05/04/16 18:45
27/03/16 23:51,Opel_Corsa_A___CC,privat,Angebot,1400,test,,2018,manuell,45,corsa,70000,12,benzin,opel,nein,27/03/16 0:00,0,58511,31/03/16 13:46
15/03/16 19:36,Opel_Corsa_City,privat,Angebot,799,control,kleinwagen,1995,manuell,45,corsa,150000,4,benzin,opel,nein,15/03/16 0:00,0,26817,06/04/16 22:18
21/03/16 22:56,Volkswagen_Golf_1.8_GT_Special,privat,Angebot,2600,control,limousine,1992,manuell,90,golf,100000,11,benzin,volkswagen,nein,21/03/16 0:00,0,53225,03/04/16 7:48
21/03/16 22:51,BMW_X5_xDrive30d_Sportpaket_Panorama_Kamera_Komfsitz,privat,Angebot,26900,control,suv,2011,automatik,245,x_reihe,125000,1,diesel,bmw,nein,21/03/16 0:00,0,63179,27/03/16 9:46
12/03/16 19:42,MB_280E_/_2._Hand,privat,Angebot,11390,test,limousine,2008,automatik,190,e_klasse,150000,4,diesel,mercedes_benz,ja,12/03/16 0:00,0,88457,22/03/16 5:44
21/03/16 10:48,Audi_A4__2.0_Kombi_Automatik,privat,Angebot,3790,test,kombi,2002,automatik,131,,150000,5,benzin,audi,ja,21/03/16 0:00,0,22880,28/03/16 4:45
09/03/16 14:45,Buick_Electra_225_Cabrio,privat,Angebot,6500,test,cabrio,1965,automatik,360,,150000,6,benzin,sonstige_autos,,09/03/16 0:00,0,67105,06/04/16 8:46
27/03/16 19:55,Gepflegter_Chevrolet_Matiz_0.8,privat,Angebot,2399,control,,2016,manuell,52,matiz,80000,7,benzin,chevrolet,,27/03/16 0:00,0,33605,05/04/16 18:45
08/03/16 20:57,Audi_A3_1.9_TDI..._KLIMA...._GR‹NE_PLAKETTE,privat,Angebot,1590,control,limousine,1999,manuell,90,a3,150000,6,diesel,audi,nein,08/03/16 0:00,0,88326,05/04/16 23:16
24/03/16 0:56,BMW_E46_320D_Touring_mit_DPF__M_Paket__AT_Motor_&_Vollausstattung,privat,Angebot,4300,test,kombi,2004,automatik,150,3er,150000,4,diesel,bmw,nein,24/03/16 0:00,0,53819,24/03/16 6:54
09/03/16 12:25,Volkswagen_Fox_1.4_TDi,privat,Angebot,2899,control,kleinwagen,2006,manuell,69,fox,150000,3,diesel,volkswagen,,09/03/16 0:00,0,65183,09/03/16 12:31
13/03/16 20:48,VW_Golf_5_1_9_TDI_Comfortline_Scheckheft_Klima_Sitzheizung,privat,Angebot,4200,control,limousine,2003,manuell,105,golf,150000,10,diesel,volkswagen,nein,13/03/16 0:00,0,14482,13/03/16 20:48
30/03/16 17:58,Audi_A3,privat,Angebot,2000,control,limousine,2003,manuell,140,a3,150000,6,diesel,audi,ja,30/03/16 0:00,0,67071,07/04/16 8:46
20/03/16 17:48,Peugeot_207_SW_95_VTi,privat,Angebot,5100,test,kombi,2008,manuell,95,2_reihe,80000,3,benzin,peugeot,nein,20/03/16 0:00,0,61381,06/04/16 23:45
08/03/16 17:45,BMW_e36_318i,privat,Angebot,400,control,limousine,1990,manuell,0,3er,150000,0,,bmw,,08/03/16 0:00,0,16259,17/03/16 19:20
27/03/16 13:50,Renault_Clio_2,privat,Angebot,2990,test,kleinwagen,2006,manuell,58,clio,125000,12,benzin,renault,nein,27/03/16 0:00,0,94536,07/04/16 9:46
23/03/16 16:48,Audi_S3_1.8_T_quattro,privat,Angebot,9990,test,limousine,2002,manuell,243,andere,125000,1,benzin,audi,nein,23/03/16 0:00,0,94530,05/04/16 20:18
15/03/16 21:44,Andere_Andere,privat,Angebot,1800,control,cabrio,1925,,0,,5000,1,,sonstige_autos,nein,15/03/16 0:00,0,79288,07/04/16 5:15
23/03/16 17:36,Opel_Astra_1.6_16v_caravan_sportline,privat,Angebot,800,control,kombi,1998,manuell,101,astra,150000,1,benzin,opel,nein,23/03/16 0:00,0,27607,29/03/16 13:46
14/03/16 17:57,Mercedes_Benz_C320_CDI_AMG_Paket,privat,Angebot,4650,test,kombi,2005,automatik,224,c_klasse,150000,5,diesel,mercedes_benz,,14/03/16 0:00,0,21502,20/03/16 7:17
20/03/16 20:46,Jaguar_X_Type_2.2D_Executive_DPF,privat,Angebot,4499,test,limousine,2007,manuell,146,x_type,150000,5,diesel,jaguar,nein,20/03/16 0:00,0,46238,27/03/16 10:44
23/03/16 22:53,Volvo_V70_2.5T,privat,Angebot,600,test,kombi,1997,manuell,193,v70,150000,2,benzin,volvo,ja,23/03/16 0:00,0,87647,06/04/16 13:17
21/03/16 21:38,Skoda_Octavia_Combi_1.8_TSI_Team_Edition,privat,Angebot,9200,control,kombi,2009,manuell,160,octavia,125000,7,benzin,skoda,nein,21/03/16 0:00,0,84072,07/04/16 1:17
25/03/16 16:58,Toyota_RAV_4_D_4D_mit_Bullfaenger_8_x_Reifen,privat,Angebot,5250,control,suv,2003,manuell,116,rav,150000,10,diesel,toyota,nein,25/03/16 0:00,0,14669,01/04/16 1:46
09/03/16 12:49,Skoda_felicia_1.3_2_Jahre_T‹V_guter_Zustand_5_tuerer_ROT,privat,Angebot,1150,control,kleinwagen,1999,manuell,0,,150000,5,benzin,skoda,,09/03/16 0:00,0,58119,21/03/16 8:15
26/03/16 17:40,Ford_focus_tunier_1.6,privat,Angebot,700,control,kombi,2002,manuell,101,focus,150000,2,,ford,,26/03/16 0:00,0,1855,26/03/16 17:40
17/03/16 15:06,Mercedes_Benz_SLK_230_Kompressor_AMG_Packet_Leder_rot/schwarz,privat,Angebot,6200,control,cabrio,1999,manuell,193,slk,125000,1,benzin,mercedes_benz,nein,17/03/16 0:00,0,55130,22/03/16 17:46
10/03/16 14:48,Toyota_Corolla_Verso_2.2_D_CAT_Sol,privat,Angebot,5900,test,bus,2006,manuell,177,verso,150000,8,diesel,toyota,nein,10/03/16 0:00,0,57072,14/03/16 11:45
05/03/16 19:39,RENAULT_KANGOO_RAPID_1.9D,privat,Angebot,1850,test,bus,2002,manuell,0,kangoo,150000,5,,renault,nein,05/03/16 0:00,0,12305,06/03/16 3:17
08/03/16 20:54,BMW_325_Ci_Aut.,privat,Angebot,10890,control,cabrio,2004,automatik,192,3er,150000,5,benzin,bmw,nein,08/03/16 0:00,0,22946,06/04/16 1:16
27/03/16 21:49,CitroÎn_DS3_VTi_120_SoChic,privat,Angebot,7240,test,kleinwagen,2010,manuell,120,andere,125000,9,benzin,citroen,nein,27/03/16 0:00,0,49143,05/04/16 21:45
03/04/16 9:54,Renault_Megane_Senice_T‹V_bis_06.16,privat,Angebot,110,control,bus,1997,manuell,0,megane,150000,6,benzin,renault,,03/04/16 0:00,0,14776,07/04/16 10:45
05/03/16 19:36,Audi_A4_S_Line_FahrwerkabWerk_1_9_TDI_Top_gepflegt_Gruene_Plakette,privat,Angebot,6800,test,kombi,2003,manuell,131,a4,150000,4,diesel,audi,nein,05/03/16 0:00,0,33818,08/03/16 17:16
06/04/16 18:06,Smart_smart_fortwo_cabrio_softouch_passion_micro_h...,privat,Angebot,7999,control,cabrio,2011,automatik,71,fortwo,60000,10,benzin,smart,nein,06/04/16 0:00,0,60528,06/04/16 18:06
04/04/16 19:36,Volkswagen_Polo_45_Servo_Harlekin,privat,Angebot,700,test,kleinwagen,1996,manuell,45,polo,150000,2,benzin,volkswagen,nein,04/04/16 0:00,0,73072,06/04/16 21:45
14/03/16 10:53,Volkswagen_Polo_60_Servo,privat,Angebot,500,control,kleinwagen,1998,manuell,60,polo,150000,7,benzin,volkswagen,nein,14/03/16 0:00,0,41812,07/04/16 11:18
12/03/16 17:50,Smart_smart_&_passion,privat,Angebot,2600,test,kleinwagen,2004,automatik,61,fortwo,90000,12,benzin,smart,nein,12/03/16 0:00,0,27793,15/03/16 4:17
26/03/16 16:38,Gepflegter_Skoda_Fabia_1.2_htp_Cool_Edition,privat,Angebot,4950,control,kleinwagen,2010,manuell,60,fabia,70000,3,benzin,skoda,nein,26/03/16 0:00,0,21397,06/04/16 4:45
26/03/16 22:49,Mazda_6__Sport_Kombi_2.5_Top,privat,Angebot,12150,test,kombi,2009,manuell,170,6_reihe,60000,7,benzin,mazda,nein,26/03/16 0:00,0,91096,06/04/16 15:45
31/03/16 14:53,Audi_Q7_3.0_TDI_DPF_quattro_tiptronic,privat,Angebot,47499,control,suv,2012,automatik,245,q7,70000,10,diesel,audi,nein,31/03/16 0:00,0,30853,06/04/16 8:17
04/04/16 22:46,Renault_Espace_2.0_136_PS_1998ccm,privat,Angebot,3800,test,,2016,manuell,0,espace,150000,6,benzin,renault,nein,04/04/16 0:00,0,96052,07/04/16 1:44
28/03/16 10:48,BMW_325ti_compact,privat,Angebot,5900,control,limousine,2002,automatik,192,3er,125000,5,benzin,bmw,nein,28/03/16 0:00,0,25368,06/04/16 12:45
11/03/16 22:55,Skoda_Octavia_2.0_Ambiente,privat,Angebot,1990,control,limousine,2000,manuell,116,octavia,150000,10,benzin,skoda,nein,11/03/16 0:00,0,2708,17/03/16 23:44
28/03/16 7:37,318i_COMPACT__Top_zustand_Tuev_neu.,privat,Angebot,3000,test,,2018,manuell,0,3er,150000,9,benzin,bmw,,28/03/16 0:00,0,13585,06/04/16 11:16
05/03/16 15:58,Touareg_2.5TDI_Full,privat,Angebot,4500,control,limousine,2003,,0,touareg,150000,8,diesel,volkswagen,,05/03/16 0:00,0,44267,05/03/16 15:58
05/03/16 20:51,Pasad_kombi,privat,Angebot,200,control,,1997,manuell,0,passat,150000,3,,volkswagen,,05/03/16 0:00,0,53498,07/03/16 8:44
06/03/16 12:48,BMW_316i_Compact_M_Paket_1.9_L_Schwarz,privat,Angebot,0,test,,2016,,105,3er,150000,0,,bmw,,06/03/16 0:00,0,33415,07/03/16 17:45
21/03/16 16:52,T4_Projekt_2_mit_2_jahren_frischem_Tuev_und_LPG_Anlage,privat,Angebot,5490,control,,2018,manuell,110,transporter,150000,10,benzin,volkswagen,nein,21/03/16 0:00,0,59065,06/04/16 16:45
07/03/16 22:54,Polo_86c_coupe,privat,Angebot,500,test,coupe,1991,manuell,45,polo,150000,0,benzin,volkswagen,,07/03/16 0:00,0,34128,17/03/16 4:16
22/03/16 16:44,Opel_Astra_1.6_Caravan_HU_09/17,privat,Angebot,1200,test,kombi,1999,manuell,75,astra,125000,6,benzin,opel,nein,22/03/16 0:00,0,92283,25/03/16 8:45
28/03/16 14:51,Opel_Corsa_1.2_16V__ecoFLEX__Edition,privat,Angebot,8248,test,kleinwagen,2012,manuell,69,corsa,30000,10,benzin,opel,nein,28/03/16 0:00,0,8412,06/04/16 19:16
18/03/16 15:47,VW_Passat_3bg_1.9_tdi_Automatik_AHK_Sitzheizung_Kombi,privat,Angebot,1400,control,kombi,2004,automatik,131,passat,150000,0,diesel,volkswagen,ja,18/03/16 0:00,0,17268,22/03/16 10:46
18/03/16 18:51,Fiat_Punto_1.2_16V_ELX,privat,Angebot,1100,control,kleinwagen,2000,manuell,80,punto,150000,1,benzin,fiat,nein,18/03/16 0:00,0,63500,05/04/16 22:45
14/03/16 19:36,Smart_smart_&_pure,privat,Angebot,2600,control,kleinwagen,2003,automatik,50,fortwo,100000,11,benzin,smart,nein,14/03/16 0:00,0,49661,06/04/16 4:17
31/03/16 19:58,525d_Touring_E61_Xenon__Panorama_Sportfahrwerk,privat,Angebot,2800,control,kombi,2004,manuell,177,5er,150000,11,diesel,bmw,nein,31/03/16 0:00,0,14165,31/03/16 19:58
02/04/16 11:40,Seat_Leon_1.4_TSI_Style_Scheckheft_T‹V_neu_8fach_ber.,privat,Angebot,9800,test,limousine,2011,manuell,125,leon,90000,5,benzin,seat,nein,02/04/16 0:00,0,97199,06/04/16 9:16
08/03/16 16:44,Volkswagen_Polo_1.4_1.Hand__wenig_Kilometer,privat,Angebot,5490,test,kleinwagen,2006,manuell,75,polo,30000,6,benzin,volkswagen,nein,08/03/16 0:00,0,73547,15/03/16 0:45
27/03/16 11:50,Nissan_Primiera_2.0L_Klima_Servo_96KW_Zentral_03/17_Tuev_Anhaengerk,privat,Angebot,430,test,kombi,1999,manuell,0,primera,150000,6,benzin,nissan,nein,27/03/16 0:00,0,59581,27/03/16 11:50
28/03/16 14:25,530_d_Sport_Aut._M_Sportpaket_Head_Up_VOLL,privat,Angebot,14000,test,limousine,2011,automatik,245,5er,90000,7,diesel,bmw,nein,28/03/16 0:00,0,60311,28/03/16 15:07
18/03/16 10:38,Volkswagen_Touareg_3.0_V6_TDI_Blue_Motion_DPF_Automatik,privat,Angebot,31500,control,suv,2013,automatik,245,touareg,125000,3,diesel,volkswagen,nein,18/03/16 0:00,0,22529,05/04/16 22:16
01/04/16 18:47,Mercedes_Benz_A_150,privat,Angebot,5399,control,limousine,2004,manuell,95,a_klasse,70000,11,benzin,mercedes_benz,nein,01/04/16 0:00,0,42799,05/04/16 14:46
27/03/16 14:37,Opel_Zafira_1.6_CNG_Turbo_Edition,privat,Angebot,8600,control,bus,2009,manuell,150,zafira,125000,11,cng,opel,nein,27/03/16 0:00,0,88048,07/04/16 10:45
24/03/16 15:38,Ford_Mondeo_1_8_GLX_16_V_Klima_T‹V,privat,Angebot,499,test,kombi,1999,manuell,116,mondeo,150000,9,benzin,ford,nein,24/03/16 0:00,0,97437,24/03/16 15:38
28/03/16 16:55,Ford_Fiesta_1_25_ZU_VERKAUFEN,privat,Angebot,300,test,kleinwagen,1999,manuell,75,fiesta,150000,6,benzin,ford,ja,28/03/16 0:00,0,73540,28/03/16 16:55
27/03/16 14:38,Peugeot_206_CC_110_Roland_Garros,privat,Angebot,1500,control,cabrio,2003,manuell,109,2_reihe,125000,3,benzin,peugeot,ja,27/03/16 0:00,0,50127,27/03/16 14:38
05/03/16 14:41,Mazda_626_2.0i_GLE,privat,Angebot,500,control,limousine,1992,manuell,116,6_reihe,150000,4,benzin,mazda,nein,05/03/16 0:00,0,86459,07/04/16 9:45
27/03/16 20:56,Mazda_Premacy_Baujahr_2002,privat,Angebot,800,control,,2005,manuell,101,andere,150000,12,,mazda,,27/03/16 0:00,0,25899,27/03/16 21:43
08/03/16 20:56,Volkswagen_Touareg_3.0_V6_TDI_DPF_Automatik,privat,Angebot,14700,control,suv,2006,automatik,224,touareg,150000,1,diesel,volkswagen,nein,08/03/16 0:00,0,96129,23/03/16 17:17
14/03/16 19:50,Audi_A4_Avant_2.0_TFSI_Ambition,privat,Angebot,15750,control,kombi,2010,manuell,211,a4,150000,10,benzin,audi,nein,14/03/16 0:00,0,21502,20/03/16 10:16
23/03/16 22:36,Peugeot_206_75_Grand_Filou_Cool,privat,Angebot,2850,test,kleinwagen,2006,manuell,75,2_reihe,100000,7,benzin,peugeot,nein,23/03/16 0:00,0,67547,06/04/16 17:45
02/04/16 19:50,CitroÎn_C1_T‹V_NEU,privat,Angebot,2850,control,kleinwagen,2007,manuell,68,c1,100000,5,benzin,citroen,nein,02/04/16 0:00,0,25524,06/04/16 20:17
11/03/16 16:58,BMW_520i_Touring_Aut._PDC+AHK_Tuev_06/2017!,privat,Angebot,8990,test,kombi,2008,automatik,170,5er,150000,8,benzin,bmw,nein,11/03/16 0:00,0,81249,05/04/16 15:18
14/03/16 17:06,Golf_3_Bon_Jovi_Mit_vielem_extras_.,privat,Angebot,399,test,limousine,1996,manuell,90,golf,150000,9,benzin,volkswagen,nein,14/03/16 0:00,0,35576,15/03/16 18:35
02/04/16 14:54,Volkswagen_Golf_1.8_Bon_Jovi_Klima_ZV_Inspektion_Neu_S_Heft,privat,Angebot,850,test,limousine,1996,manuell,75,golf,150000,6,benzin,volkswagen,nein,02/04/16 0:00,0,28199,04/04/16 12:18
